Date,Open,High,Low,Close,Adj Close,Volume
2021-09-17,20.700001,20.700001,20.700001,20.700001,20.700001,0
2021-09-20,20.700001,20.700001,20.700001,20.700001,20.700001,0
2021-09-21,20.700001,20.700001,20.700001,20.700001,20.700001,0
2021-09-22,20.700001,20.700001,20.700001,20.700001,20.700001,0
2021-09-23,20.700001,20.700001,20.700001,20.700001,20.700001,0
2021-09-24,19.700001,19.700001,19.700001,19.700001,19.700001,200
2021-09-27,19.690001,19.690001,19.690001,19.690001,19.690001,200
2021-09-28,19.690001,19.690001,19.690001,19.690001,19.690001,0
2021-09-29,19.690001,19.690001,19.690001,19.690001,19.690001,0
2021-09-30,19.690001,19.690001,19.690001,19.690001,19.690001,100
2021-10-01,18.950001,18.950001,18.950001,18.950001,18.950001,500
2021-10-04,18.600000,18.600000,18.600000,18.600000,18.600000,300
2021-10-05,18.469999,18.520000,18.469999,18.520000,18.520000,1100
2021-10-06,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-07,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-08,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-11,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-12,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-13,18.520000,18.520000,18.520000,18.520000,18.520000,100
2021-10-14,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-15,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-18,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-19,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-20,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-21,18.520000,18.520000,18.520000,18.520000,18.520000,0
2021-10-22,19.080000,19.080000,19.080000,19.080000,19.080000,500
2021-10-25,19.080000,19.080000,19.080000,19.080000,19.080000,0
2021-10-26,19.080000,19.080000,19.080000,19.080000,19.080000,0
2021-10-27,19.080000,19.080000,19.080000,19.080000,19.080000,0
2021-10-28,19.080000,19.080000,19.080000,19.080000,19.080000,0
2021-10-29,19.080000,19.080000,19.080000,19.080000,19.080000,0
2021-11-01,21.070000,21.070000,21.070000,21.070000,21.070000,100
2021-11-02,21.020000,21.020000,20.410000,20.410000,20.410000,300
2021-11-03,20.410000,20.410000,20.410000,20.410000,20.410000,0
2021-11-04,20.150000,21.400000,20.150000,21.400000,21.400000,400
2021-11-05,21.400000,21.400000,21.400000,21.400000,21.400000,0
2021-11-08,22.080000,22.080000,22.080000,22.080000,22.080000,200
2021-11-09,22.080000,22.080000,22.080000,22.080000,22.080000,0
2021-11-10,22.080000,22.080000,22.080000,22.080000,22.080000,0
2021-11-11,22.000000,22.000000,21.500000,21.500000,21.500000,600
2021-11-12,21.500000,21.500000,21.500000,21.500000,21.500000,0
2021-11-15,21.549999,21.549999,21.549999,21.549999,21.549999,200
2021-11-16,22.270000,22.270000,22.270000,22.270000,22.270000,300
2021-11-17,22.270000,22.270000,22.270000,22.270000,22.270000,0
2021-11-18,22.299999,22.299999,22.299999,22.299999,22.299999,500
2021-11-19,22.299999,22.299999,22.299999,22.299999,22.299999,0
2021-11-22,22.299999,22.299999,22.299999,22.299999,22.299999,0
2021-11-23,22.299999,22.299999,22.299999,22.299999,22.299999,0
2021-11-24,22.299999,22.299999,22.299999,22.299999,22.299999,0
2021-11-26,22.299999,22.299999,22.299999,22.299999,22.299999,0
2021-11-29,21.820000,21.820000,21.820000,21.820000,21.820000,100
2021-11-30,21.680000,21.680000,20.450001,20.450001,20.450001,600
2021-12-01,20.430000,20.430000,20.430000,20.430000,20.430000,300
2021-12-02,20.430000,20.430000,20.430000,20.430000,20.430000,0
2021-12-03,20.430000,20.430000,20.430000,20.430000,20.430000,0
2021-12-06,20.240000,20.240000,20.240000,20.240000,20.240000,200
2021-12-07,20.240000,20.240000,20.240000,20.240000,20.240000,0
2021-12-08,20.240000,20.240000,20.240000,20.240000,20.240000,0
2021-12-09,20.240000,20.240000,20.240000,20.240000,20.240000,0
2021-12-10,20.240000,20.240000,20.240000,20.240000,20.240000,0
2021-12-13,20.240000,20.240000,20.240000,20.240000,20.240000,0
2021-12-14,20.240000,20.240000,20.240000,20.240000,20.240000,0
2021-12-15,20.600000,20.600000,20.150000,20.150000,20.150000,200
2021-12-16,20.150000,20.150000,20.150000,20.150000,20.150000,0
2021-12-17,20.150000,20.150000,20.150000,20.150000,20.150000,0
2021-12-20,20.150000,20.150000,20.150000,20.150000,20.150000,0
2021-12-21,20.150000,20.150000,20.150000,20.150000,20.150000,0
2021-12-22,21.209999,21.209999,21.209999,21.209999,21.209999,300
2021-12-23,21.500000,21.500000,21.500000,21.500000,21.500000,200
2021-12-27,21.500000,21.500000,21.500000,21.500000,21.500000,0
2021-12-28,21.500000,21.500000,21.500000,21.500000,21.500000,0
2021-12-29,21.500000,21.500000,21.500000,21.500000,21.500000,0
2021-12-30,21.500000,21.500000,21.500000,21.500000,21.500000,0
2021-12-31,21.500000,21.500000,21.500000,21.500000,21.500000,0
2022-01-03,21.500000,21.500000,21.500000,21.500000,21.500000,0
2022-01-04,21.500000,21.500000,21.500000,21.500000,21.500000,0
2022-01-05,21.500000,21.500000,21.500000,21.500000,21.500000,0
2022-01-06,21.500000,21.500000,21.500000,21.500000,21.500000,0
2022-01-07,21.500000,21.500000,21.500000,21.500000,21.500000,0
2022-01-10,20.420000,20.420000,20.420000,20.420000,20.420000,100
2022-01-11,20.420000,20.420000,20.420000,20.420000,20.420000,0
2022-01-12,20.420000,20.420000,20.420000,20.420000,20.420000,0
2022-01-13,20.420000,20.420000,20.420000,20.420000,20.420000,0
2022-01-14,20.270000,20.270000,20.270000,20.270000,20.270000,200
2022-01-18,20.270000,20.270000,20.270000,20.270000,20.270000,0
2022-01-19,19.700001,20.000000,19.700001,20.000000,20.000000,700
2022-01-20,20.049999,20.049999,20.049999,20.049999,20.049999,300
2022-01-21,20.049999,20.049999,20.049999,20.049999,20.049999,0
2022-01-24,20.049999,20.049999,20.049999,20.049999,20.049999,0
2022-01-25,20.049999,20.049999,20.049999,20.049999,20.049999,0
2022-01-26,20.049999,20.049999,20.049999,20.049999,20.049999,0
2022-01-27,20.049999,20.049999,20.049999,20.049999,20.049999,0
2022-01-28,20.049999,20.049999,20.049999,20.049999,20.049999,0
2022-01-31,20.049999,20.049999,20.049999,20.049999,20.049999,0
2022-02-01,20.049999,20.049999,20.049999,20.049999,20.049999,0
2022-02-02,19.680000,19.750000,19.680000,19.750000,19.750000,13000
2022-02-03,19.750000,19.750000,19.750000,19.750000,19.750000,0
2022-02-04,20.200001,20.430000,20.200001,20.430000,20.430000,11800
2022-02-07,19.660000,19.850000,19.660000,19.850000,19.850000,600
2022-02-08,19.850000,19.850000,19.850000,19.850000,19.850000,0
2022-02-09,19.969999,19.969999,19.969999,19.969999,19.969999,300
2022-02-10,19.969999,19.969999,19.969999,19.969999,19.969999,0
2022-02-11,19.490000,19.490000,19.490000,19.490000,19.490000,100
2022-02-14,18.730000,18.730000,18.730000,18.730000,18.730000,100
2022-02-15,18.730000,18.730000,18.730000,18.730000,18.730000,0
2022-02-16,18.500000,18.500000,18.500000,18.500000,18.500000,200
2022-02-17,18.629999,18.629999,18.629999,18.629999,18.629999,300
2022-02-18,18.590000,18.590000,18.590000,18.590000,18.590000,100
2022-02-22,18.590000,18.590000,18.590000,18.590000,18.590000,0
2022-02-23,18.770000,18.770000,18.770000,18.770000,18.770000,200
2022-02-24,18.770000,18.770000,18.770000,18.770000,18.770000,0
2022-02-25,18.270000,19.030001,18.270000,19.030001,19.030001,1100
2022-02-28,18.879999,18.879999,18.879999,18.879999,18.879999,400
2022-03-01,18.879999,18.879999,18.879999,18.879999,18.879999,0
2022-03-02,19.530001,19.530001,18.950001,19.090000,19.090000,4200
2022-03-03,19.730000,19.730000,19.730000,19.730000,19.730000,700
2022-03-04,18.809999,18.809999,18.809999,18.809999,18.809999,1000
2022-03-07,18.270000,18.270000,17.950001,17.950001,17.950001,600
2022-03-08,17.750000,18.080000,17.750000,18.080000,18.080000,5900
2022-03-09,17.860001,18.000000,17.809999,18.000000,18.000000,3500
2022-03-10,18.000000,18.000000,18.000000,18.000000,18.000000,0
2022-03-11,18.000000,18.000000,18.000000,18.000000,18.000000,0
2022-03-14,18.280001,18.280001,18.150000,18.150000,18.150000,1300
2022-03-15,18.150000,18.150000,18.150000,18.150000,18.150000,0
2022-03-16,19.360001,19.360001,19.360001,19.360001,19.360001,300
2022-03-17,18.959999,18.959999,18.959999,18.959999,18.959999,200
2022-03-18,19.150000,19.150000,19.150000,19.150000,19.150000,200
2022-03-21,20.020000,20.020000,20.020000,20.020000,20.020000,200
2022-03-22,20.280001,20.280001,20.280001,20.280001,20.280001,200
2022-03-23,19.719999,19.719999,19.719999,19.719999,19.719999,1200
2022-03-24,19.719999,19.719999,19.719999,19.719999,19.719999,0
2022-03-25,19.719999,19.719999,19.719999,19.719999,19.719999,0
2022-03-28,19.809999,19.809999,19.809999,19.809999,19.809999,400
2022-03-29,19.809999,19.809999,19.809999,19.809999,19.809999,0
2022-03-30,20.540001,20.540001,20.540001,20.540001,20.540001,400
2022-03-31,20.540001,20.540001,20.540001,20.540001,20.540001,0
2022-04-01,19.500000,19.520000,19.350000,19.520000,19.520000,2400
2022-04-04,19.520000,19.520000,19.520000,19.520000,19.520000,0
2022-04-05,20.219999,20.219999,20.170000,20.170000,20.170000,1000
2022-04-06,18.990000,18.990000,18.990000,18.990000,18.990000,200
2022-04-07,18.990000,18.990000,18.990000,18.990000,18.990000,0
2022-04-08,19.049999,19.049999,18.629999,18.670000,18.670000,600
2022-04-11,18.360001,19.440001,18.309999,18.309999,18.309999,600
2022-04-12,18.309999,18.309999,18.309999,18.309999,18.309999,0
2022-04-13,18.309999,18.309999,18.309999,18.309999,18.309999,0
2022-04-14,18.309999,18.309999,18.309999,18.309999,18.309999,0
2022-04-18,18.309999,18.309999,18.309999,18.309999,18.309999,0
2022-04-19,18.379999,18.379999,18.379999,18.379999,18.379999,300
2022-04-20,18.600000,18.670000,18.600000,18.670000,18.670000,200
2022-04-21,18.670000,18.700001,18.410000,18.410000,18.410000,1200
2022-04-22,18.410000,18.410000,18.410000,18.410000,18.410000,0
2022-04-25,18.410000,18.410000,18.410000,18.410000,18.410000,0
2022-04-26,18.410000,18.410000,18.410000,18.410000,18.410000,0
2022-04-27,18.549999,19.110001,18.549999,19.110001,19.110001,200
2022-04-28,19.110001,19.110001,19.110001,19.110001,19.110001,100
2022-04-29,18.250000,18.250000,18.250000,18.250000,18.250000,400
2022-05-02,18.250000,18.250000,18.250000,18.250000,18.250000,0
2022-05-03,18.250000,18.250000,18.250000,18.250000,18.250000,0
2022-05-04,18.250000,18.250000,18.250000,18.250000,18.250000,0
2022-05-05,18.250000,18.250000,18.250000,18.250000,18.250000,0
2022-05-06,18.250000,18.250000,18.250000,18.250000,18.250000,0
2022-05-09,18.250000,18.250000,18.250000,18.250000,18.250000,0
2022-05-10,18.250000,18.250000,18.250000,18.250000,18.250000,0
2022-05-11,17.780001,17.780001,17.780001,17.780001,17.780001,200
2022-05-12,15.420000,15.420000,15.420000,15.420000,15.420000,100
2022-05-13,15.420000,15.420000,15.420000,15.420000,15.420000,0
2022-05-16,15.420000,15.420000,15.420000,15.420000,15.420000,0
2022-05-17,15.280000,15.280000,15.280000,15.280000,15.280000,200
2022-05-18,15.280000,15.280000,15.280000,15.280000,15.280000,0
